Name,Risk,Return,Website,NCT,Condition
16,0.984982699,128.0769135,https://clinicaltrials.gov/study/NCT01484041,NCT01484041,Breast Cancer
17,0.983972998,119.4225022,https://clinicaltrials.gov/study/NCT01707823,NCT01707823,Adenocarcinoma of the Lung|Recurrent Non-small Cell Lung Cancer|Stage IA Non-small Cell Lung Cancer|Stage IB Non-small Cell Lung Cancer|Stage IIA Non-small Cell Lung Cancer|Stage IIB Non-small Cell Lung Cancer|Stage IIIA Non-small Cell Lung Cancer|Stage IIIB Non-small Cell Lung Cancer
18,0.997681422,167.78386,https://clinicaltrials.gov/study/NCT03020823,NCT03020823,Head and Neck Neoplasms
19,0.996370807,158.2951612,https://clinicaltrials.gov/study/NCT00718523,NCT00718523,Ovarian Neoplasms
20,0.998624704,177.0584474,https://clinicaltrials.gov/study/NCT01668823,NCT01668823,Adenocarcinoma of the Lung|Large Cell Lung Cancer|Recurrent Non-small Cell Lung Cancer|Squamous Cell Lung Cancer|Stage 0 Non-small Cell Lung Cancer
21,0.980656909,99.21531703,https://clinicaltrials.gov/study/NCT01939223,NCT01939223,Colorectal Neoplasms
22,0.977856108,113.7335548,https://clinicaltrials.gov/study/NCT00003623,NCT00003623,Bladder Cancer
23,0.817520159,10.66179102,https://clinicaltrials.gov/study/NCT00125684,NCT00125684,Cancer|Pain
24,0.992443515,151.9864812,https://clinicaltrials.gov/study/NCT00817284,NCT00817284,Glioblastoma Multiforme
25,0.99722331,158.9373337,https://clinicaltrials.gov/study/NCT01854684,NCT01854684,Recurrent Non-Small Cell Lung Carcinoma|Stage IIA Non-Small Cell Lung Carcinoma|Stage IIB Non-Small Cell Lung Carcinoma|Stage IIIA Non-Small Cell Lung Cancer|Stage IIIB Non-Small Cell Lung Cancer
26,0.996128227,157.017528,https://clinicaltrials.gov/study/NCT03032484,NCT03032484,Astrocytoma
27,0.994999768,154.7450788,https://clinicaltrials.gov/study/NCT01352884,NCT01352884,Cancer
28,0.972505267,64.88097099,https://clinicaltrials.gov/study/NCT01228084,NCT01228084,Adenocarcinoma of the Prostate|Recurrent Prostate Cancer
29,0.999705718,180.2100331,https://clinicaltrials.gov/study/NCT00068484,NCT00068484,"Unspecified Adult Solid Tumor, Protocol Specific"
30,0.997965698,163.9306201,https://clinicaltrials.gov/study/NCT01169584,NCT01169584,Neuroblastoma|Rhabdomyosarcoma|Lymphoma|Wilm's Tumor|Ewing's Sarcoma
31,0.989970564,150.8053112,https://clinicaltrials.gov/study/NCT01542684,NCT01542684,Leukemia
32,0.995380499,158.6196712,https://clinicaltrials.gov/study/NCT02820584,NCT02820584,de Novo Glioblastoma
33,0.97774698,102.8700071,https://clinicaltrials.gov/study/NCT00983684,NCT00983684,Invasive Breast Cancer|Breast Cancer
34,0.990135825,150.4197465,https://clinicaltrials.gov/study/NCT02229084,NCT02229084,Breast Cancer|Breast Neoplasms
35,0.964222452,50.83003545,https://clinicaltrials.gov/study/NCT01668784,NCT01668784,Advanced or Metastatic (Medically or Surgically Unresectable) Clear-cell Renal Cell Carcinoma
36,0.986531621,94.17530599,https://clinicaltrials.gov/study/NCT00570284,NCT00570284,Cancer
37,0.970379805,83.5703479,https://clinicaltrials.gov/study/NCT02093728,NCT02093728,Solid Tumours
38,0.995917147,156.9467878,https://clinicaltrials.gov/study/NCT03366428,NCT03366428,Malignant Neoplasm of Breast
39,0.999388724,185.2907843,https://clinicaltrials.gov/study/NCT00095628,NCT00095628,Metastatic Squamous Neck Cancer With Occult Primary Squamous Cell Carcinoma|Recurrent Metastatic Squamous Neck Cancer With Occult Primary|Recurrent Salivary Gland Cancer|Recurrent Squamous Cell Carcinoma of the Hypopharynx|Recurrent Squamous Cell Carcinoma of the Larynx|Recurrent Squamous Cell Carcinoma of the Lip and Oral Cavity|Recurrent Squamous Cell Carcinoma of the Oropharynx|Recurrent Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity|Recurrent Verrucous Carcinoma of the Larynx|Recurrent Verrucous Carcinoma of the Oral Cavity|Stage IV Squamous Cell Carcinoma of the Hypopharynx|Stage IV Squamous Cell Carcinoma of the Larynx|Stage IV Squamous Cell Carcinoma of the Lip and Oral Cavity|Stage IV Squamous Cell Carcinoma of the Oropharynx|Stage IV Verrucous Carcinoma of the Larynx|Stage IV Verrucous Carcinoma of the Oral Cavity|Stage IVA Salivary Gland Cancer|Stage IVA Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity|Stage IVB Salivary Gland Cancer|Stage IVB Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity|Stage IVC Salivary Gland Cancer|Stage IVC Squamous Cell Carcinoma of the Paranasal Sinus and Nasal Cavity
40,0.997277089,163.9228859,https://clinicaltrials.gov/study/NCT00004228,NCT00004228,Lymphoma
41,0.581434127,4.539342806,https://clinicaltrials.gov/study/NCT02256228,NCT02256228,Pain
42,0.901362732,19.05832563,https://clinicaltrials.gov/study/NCT00993928,NCT00993928,Cancer Survivor|Fatigue|Psychosocial Effects of Cancer and Its Treatment|Sleep Disorders
43,0.976860385,90.21916199,https://clinicaltrials.gov/study/NCT01562028,NCT01562028,Lung Cancer
44,0.998500288,173.6149,https://clinicaltrials.gov/study/NCT01617928,NCT01617928,Solid Tumors
45,0.995592384,155.7393197,https://clinicaltrials.gov/study/NCT02046928,NCT02046928,Chronic Lymphocytic Leukemia|Small Lymphocytic Lymphoma|CLL|SLL
46,0.966341014,65.11046094,https://clinicaltrials.gov/study/NCT00186628,NCT00186628,"Leukemia, Mast-Cell|Mantle-cell Lymphoma"
47,0.928152559,28.98050671,https://clinicaltrials.gov/study/NCT05694728,NCT05694728,Human Papilloma Virus Infection
48,0.995534661,156.3995138,https://clinicaltrials.gov/study/NCT00338728,NCT00338728,Anatomic Stage IV Breast Cancer AJCC v8|Estrogen Receptor Positive|KIT Positive|PDGFR Positive|Postmenopausal|Progesterone Receptor Positive|Prognostic Stage IV Breast Cancer AJCC v8
49,0.993985749,154.2081235,https://clinicaltrials.gov/study/NCT00269828,NCT00269828,NSCLC
50,0.993953154,152.9429851,https://clinicaltrials.gov/study/NCT00003928,NCT00003928,Kidney Cancer
51,0.996991415,159.7156159,https://clinicaltrials.gov/study/NCT00496223,NCT00496223,Melanoma
52,0.990136246,150.7374426,https://clinicaltrials.gov/study/NCT00848523,NCT00848523,Recurrent Malignant Gliomas
53,0.958021845,40.3206049,https://clinicaltrials.gov/study/NCT00540384,NCT00540384,Anemia|Solid Tumors
54,0.996712656,159.4446434,https://clinicaltrials.gov/study/NCT00258284,NCT00258284,Prostate Cancer
55,0.997965824,166.7231346,https://clinicaltrials.gov/study/NCT01112384,NCT01112384,Metastatic Sarcoma
56,0.736252988,7.646786237,https://clinicaltrials.gov/study/NCT03792984,NCT03792984,Polycystic Ovary Syndrome|Vitamin D Deficiency/Insufficiency
57,0.919275378,19.92330818,https://clinicaltrials.gov/study/NCT02036684,NCT02036684,Prostate Cancer Patients Undergoing Radical Prostatectomy
58,0.996421894,161.6720656,https://clinicaltrials.gov/study/NCT02511184,NCT02511184,ALK-positive Advanced NSCLC
59,0.96750214,53.13052316,https://clinicaltrials.gov/study/NCT02257684,NCT02257684,Acute Lymphoblastic Leukemia|Lymphoblastic Lymphoma
60,0.989577019,150.7218653,https://clinicaltrials.gov/study/NCT00338884,NCT00338884,"Carcinoma, Renal Cell"
61,0.972519631,69.12379458,https://clinicaltrials.gov/study/NCT00934128,NCT00934128,Advanced Cancers
62,0.997540104,163.5944203,https://clinicaltrials.gov/study/NCT02171728,NCT02171728,Neoplasms
63,0.9211943,24.75423047,https://clinicaltrials.gov/study/NCT02340728,NCT02340728,Pancreatic Cancer|Unresectable Biliary-pancreatic Malignancies
64,0.997258303,161.3155312,https://clinicaltrials.gov/study/NCT00054028,NCT00054028,Recurrent Breast Cancer|Stage IIIB Breast Cancer|Stage IV Breast Cancer
65,0.998521818,168.1856202,https://clinicaltrials.gov/study/NCT00109928,NCT00109928,Lymphoma
66,0.996324016,158.4695243,https://clinicaltrials.gov/study/NCT01819428,NCT01819428,Adenocarcinoma of Lung Stage IIIB|Adenocarcinoma of Lung Stage IV
67,0.997476559,162.9311537,https://clinicaltrials.gov/study/NCT01632228,NCT01632228,Glioblastoma
68,0.996399961,158.6247773,https://clinicaltrials.gov/study/NCT01264328,NCT01264328,Head and Neck Cancer
69,0.999307441,188.5216681,https://clinicaltrials.gov/study/NCT00003328,NCT00003328,Head and Neck Cancer
70,0.952390745,45.42578461,https://clinicaltrials.gov/study/NCT01724528,NCT01724528,Tumor Lysis Syndrome
71,0.986910298,145.4068375,https://clinicaltrials.gov/study/NCT02348528,NCT02348528,Multiple Myeloma
72,0.99649888,157.5533372,https://clinicaltrials.gov/study/NCT03045328,NCT03045328,Recurrent Chronic Lymphocytic Leukemia|Recurrent Small Lymphocytic Lymphoma|Refractory Chronic Lymphocytic Leukemia|Refractory Small Lymphocytic Lymphoma
73,0.919287179,27.28739732,https://clinicaltrials.gov/study/NCT01901328,NCT01901328,Opioid-Induced Constipation
74,0.989161057,150.4064965,https://clinicaltrials.gov/study/NCT01227928,NCT01227928,"Neoplasms, Ovarian"
75,0.992603154,151.7447295,https://clinicaltrials.gov/study/NCT03392428,NCT03392428,Cancer of the Prostate|Metastatic Cancer
76,0.996272967,156.8921492,https://clinicaltrials.gov/study/NCT00086528,NCT00086528,Cancer
77,0.998628853,177.0003983,https://clinicaltrials.gov/study/NCT00675428,NCT00675428,Multiple Myeloma
78,0.999514455,186.2087197,https://clinicaltrials.gov/study/NCT00288028,NCT00288028,Multiple Myeloma and Plasma Cell Neoplasm
79,0.999403932,187.9604502,https://clinicaltrials.gov/study/NCT00669578,NCT00669578,Chronic Myeloproliferative Disorders|Secondary Myelofibrosis
80,0.989702399,150.6059937,https://clinicaltrials.gov/study/NCT03712358,NCT03712358,Melanoma
81,0.98593058,150.1635476,https://clinicaltrials.gov/study/NCT02697058,NCT02697058,Metastatic Pancreatic Cancer
82,0.9994674,192.5242978,https://clinicaltrials.gov/study/NCT00416858,NCT00416858,Esophageal Cancer
83,0.996693266,162.1422507,https://clinicaltrials.gov/study/NCT00462358,NCT00462358,Advanced Solid Tumors
84,0.993807573,153.8649752,https://clinicaltrials.gov/study/NCT05622058,NCT05622058,Prevention of Chemotherapy-induced Myelosuppression
85,0.991039188,151.7765284,https://clinicaltrials.gov/study/NCT05204758,NCT05204758,Advanced Lung Adenocarcinoma
86,0.995734452,156.6290379,https://clinicaltrials.gov/study/NCT02069158,NCT02069158,Breast Cancer|NSCLC|Ovary Cancer|Endometrial Cancer|Small Cell Lung Cancer (SCLC)|Head and Neck (HNSCC)
87,0.812396646,8.702396714,https://clinicaltrials.gov/study/NCT03885258,NCT03885258,Pineal Tumor
88,0.998250432,171.3000189,https://clinicaltrials.gov/study/NCT00003958,NCT00003958,Adult Malignant Mesenchymoma|Adult Rhabdomyosarcoma|Alveolar Childhood Rhabdomyosarcoma|Childhood Malignant Mesenchymoma|Embryonal Childhood Rhabdomyosarcoma|Embryonal-botryoid Childhood Rhabdomyosarcoma|Nonmetastatic Childhood Soft Tissue Sarcoma|Previously Untreated Childhood Rhabdomyosarcoma|Stage I Adult Soft Tissue Sarcoma|Stage II Adult Soft Tissue Sarcoma|Stage III Adult Soft Tissue Sarcoma
89,0.998536148,173.8008259,https://clinicaltrials.gov/study/NCT00936858,NCT00936858,Thyroid Cancer
90,0.966182939,59.59305233,https://clinicaltrials.gov/study/NCT02305758,NCT02305758,Untreated Metastatic Colorectal Cancer
91,0.89767227,17.38813779,https://clinicaltrials.gov/study/NCT05900258,NCT05900258,Actinic Keratosis
92,0.993007148,152.4814413,https://clinicaltrials.gov/study/NCT00822458,NCT00822458,Recurrent Childhood Medulloblastoma
93,0.960373013,49.27781075,https://clinicaltrials.gov/study/NCT00171158,NCT00171158,Philadelphia Chromosome Positive CML
94,0.967171342,54.78619213,https://clinicaltrials.gov/study/NCT00632723,NCT00632723,Breast Cancer
95,0.974069187,82.57657449,https://clinicaltrials.gov/study/NCT02420223,NCT02420223,Multiple Myeloma
96,0.996836111,159.6647886,https://clinicaltrials.gov/study/NCT00323323,NCT00323323,Non-Hodgkin's Lymphoma
97,0.687658198,5.32205053,https://clinicaltrials.gov/study/NCT04297423,NCT04297423,Colorectal Cancer
98,0.995766663,156.9239116,https://clinicaltrials.gov/study/NCT01776723,NCT01776723,Myelomonocytic Leukemia
99,0.998102932,170.4776003,https://clinicaltrials.gov/study/NCT01026623,NCT01026623,Hormone-Resistant Prostate Cancer|Prostate Adenocarcinoma|Recurrent Prostate Carcinoma|Stage IV Prostate Cancer
100,0.998107841,167.044172,https://clinicaltrials.gov/study/NCT02608684,NCT02608684,Ovarian Cancer
101,0.971758693,78.30640918,https://clinicaltrials.gov/study/NCT00327223,NCT00327223,Neoplasm Metastasis
102,0.997335229,164.784073,https://clinicaltrials.gov/study/NCT00005884,NCT00005884,Non-melanomatous Skin Cancer
103,0.997145994,162.5984108,https://clinicaltrials.gov/study/NCT00779584,NCT00779584,"Hodgkin Disease|Lymphoma, Non-Hodgkin|Neoplasms"
104,0.988426776,147.4312682,https://clinicaltrials.gov/study/NCT02921984,NCT02921984,Salivary Gland Tumors|Head and Neck Cancer
105,0.999080356,185.807902,https://clinicaltrials.gov/study/NCT01390584,NCT01390584,Lymphoma
106,0.965929598,45.72063542,https://clinicaltrials.gov/study/NCT03172884,NCT03172884,"Hepatic Insufficiency, Renal Insufficiency"
107,0.984582643,116.4688023,https://clinicaltrials.gov/study/NCT01461928,NCT01461928,Non-Hodgkin's Lymphoma
108,0.887742024,17.604876,https://clinicaltrials.gov/study/NCT00272428,NCT00272428,Healthy
109,0.998600009,176.9552565,https://clinicaltrials.gov/study/NCT00275028,NCT00275028,Fallopian Tube Cancer|Primary Peritoneal Serous Adenocarcinoma|Recurrent Ovarian Epithelial Cancer|Stage I Ovarian Epithelial Cancer|Stage II Ovarian Epithelial Cancer
110,0.999417736,183.2018472,https://clinicaltrials.gov/study/NCT04156828,NCT04156828,Grade 3b Follicular Lymphoma|Recurrent Diffuse Large B-Cell Lymphoma|Recurrent Follicular Lymphoma|Refractory Diffuse Large B-Cell Lymphoma|Non-Hodgkin's Lymphoma
111,0.980923412,90.7516442,https://clinicaltrials.gov/study/NCT00667628,NCT00667628,Advanced Hepatocellular Carcinoma
112,0.981423573,86.82911689,https://clinicaltrials.gov/study/NCT00841828,NCT00841828,Breast Cancer
113,0.963553196,54.87836454,https://clinicaltrials.gov/study/NCT03239223,NCT03239223,HSIL|HSIL of Cervix|High-Grade Squamous Intraepithelial Lesions|High-grade Cervical Intraepithelial Neoplasia|Human Papilloma Virus|Cervical Cancer|Cervical Intraepithelial Neoplasia|Cervical Neoplasm|Cervical Dysplasia|CIN
114,0.99596303,156.2184468,https://clinicaltrials.gov/study/NCT00955084,NCT00955084,Advanced Malignancies
115,0.958449321,53.25910004,https://clinicaltrials.gov/study/NCT01697384,NCT01697384,Prostate Cancer|Adenocarcinoma of the Prostate
116,0.98949568,150.1145937,https://clinicaltrials.gov/study/NCT01073384,NCT01073384,Enteritis
117,0.911061261,21.27897793,https://clinicaltrials.gov/study/NCT00415584,NCT00415584,Secondary Hyperparathyroidism|Hypercalcemia
118,0.997689098,165.2307697,https://clinicaltrials.gov/study/NCT01183884,NCT01183884,Neuroblastoma
119,0.998251969,169.6114329,https://clinicaltrials.gov/study/NCT00550784,NCT00550784,Fallopian Tube Cancer|Ovarian Cancer|Peritoneal Cavity Cancer
120,0.985428159,135.7262165,https://clinicaltrials.gov/study/NCT01672684,NCT01672684,Depression|Post-traumatic Stress Disorder|Recurrent Breast Cancer|Stage IA Breast Cancer|Stage IB Breast Cancer|Stage II Breast Cancer|Stage IIIA Breast Cancer|Stage IIIB Breast Cancer|Stage IIIC Breast Cancer|Stage IV Breast Cancer
121,0.973695429,65.78659573,https://clinicaltrials.gov/study/NCT01094184,NCT01094184,Breast Cancer
122,0.981977795,112.1001844,https://clinicaltrials.gov/study/NCT02851784,NCT02851784,Hepatocellular Carcinoma
123,0.980003717,91.98256854,https://clinicaltrials.gov/study/NCT02572284,NCT02572284,Prostate Cancer
124,0.749346056,5.30806567,https://clinicaltrials.gov/study/NCT02526784,NCT02526784,Prostate Cancer
125,0.999147498,183.8901198,https://clinicaltrials.gov/study/NCT01251484,NCT01251484,Recurrent Glioblastoma
126,0.636216973,4.920715882,https://clinicaltrials.gov/study/NCT00484484,NCT00484484,Pain
127,0.993611246,153.4530274,https://clinicaltrials.gov/study/NCT02326584,NCT02326584,Acute Myeloid Leukemia|Acute Myelogenous Leukemia
128,0.999276283,179.7555384,https://clinicaltrials.gov/study/NCT00060684,NCT00060684,"Lymphoma, Low-Grade|Lymphoma, Small Lymphocytic|Lymphoma, Mixed-Cell, Follicular|Lymphoma, Small Cleaved-Cell, Follicular"
129,0.9989415,189.6659532,https://clinicaltrials.gov/study/NCT01100528,NCT01100528,"Ciliary Body and Choroid Melanoma, Medium/Large Size|Ciliary Body and Choroid Melanoma, Small Size|Iris Melanoma|Recurrent Intraocular Melanoma"
130,0.998653149,179.3891099,https://clinicaltrials.gov/study/NCT00132028,NCT00132028,Adult Favorable Prognosis Hodgkin Lymphoma|Adult Lymphocyte Depletion Hodgkin Lymphoma|Adult Lymphocyte Predominant Hodgkin Lymphoma|Adult Mixed Cellularity Hodgkin Lymphoma|Adult Nodular Lymphocyte Predominant Hodgkin Lymphoma|Adult Nodular Sclerosis Hodgkin Lymphoma|Adult Unfavorable Prognosis Hodgkin Lymphoma|Recurrent Adult Hodgkin Lymphoma
131,0.993907929,153.4788795,https://clinicaltrials.gov/study/NCT00542828,NCT00542828,Myelodysplastic Syndrome (MDS)
132,0.678757471,4.69061647,https://clinicaltrials.gov/study/NCT03293628,NCT03293628,Cervical Intraepithelial Neoplasia|Cervix Neoplasm
133,0.998505,175.4880699,https://clinicaltrials.gov/study/NCT00003528,NCT00003528,Recurrent Childhood Acute Lymphoblastic Leukemia|Recurrent Childhood Acute Myeloid Leukemia
134,0.996149496,156.6480062,https://clinicaltrials.gov/study/NCT01815528,NCT01815528,Recurrent Epithelial Ovarian Cancer
135,0.991691651,150.8066671,https://clinicaltrials.gov/study/NCT01734928,NCT01734928,Multiple Myeloma
136,0.900150037,22.31317787,https://clinicaltrials.gov/study/NCT00438828,NCT00438828,Cancer
137,0.989332505,151.2931587,https://clinicaltrials.gov/study/NCT01428128,NCT01428128,Cancer Other Than Leukemia
138,0.998226024,166.4499616,https://clinicaltrials.gov/study/NCT01675128,NCT01675128,Colorectal Neoplasms|Colorectal Carcinoma|Colorectal Tumors
139,0.999326464,184.0981503,https://clinicaltrials.gov/study/NCT01546428,NCT01546428,Advanced Solid Tumor
140,0.996103227,157.5623323,https://clinicaltrials.gov/study/NCT00002828,NCT00002828,Colorectal Cancer
141,0.995747655,158.0656988,https://clinicaltrials.gov/study/NCT03614728,NCT03614728,Neoplasms
142,0.988239973,150.112545,https://clinicaltrials.gov/study/NCT05319028,NCT05319028,Non-GCB/ABC Diffuse Large B-Cell Lymphoma|With and Without MyD88 and/or CD79B Mutations
143,0.998640747,177.614942,https://clinicaltrials.gov/study/NCT05270928,NCT05270928,Relapsed/Refractory Multiple Myeloma
144,0.998400515,174.4712685,https://clinicaltrials.gov/study/NCT00837928,NCT00837928,"Metastatic Cancer|Unspecified Adult Solid Tumor, Protocol Specific"
145,0.993148391,151.9314842,https://clinicaltrials.gov/study/NCT00983528,NCT00983528,Acute Lymphoblastic Leukemia
146,0.982148591,113.1981818,https://clinicaltrials.gov/study/NCT04237584,NCT04237584,Metastatic Castration-resistant Prostate Cancer
147,0.993591342,152.916111,https://clinicaltrials.gov/study/NCT01610284,NCT01610284,Breast Cancer
148,0.972123451,69.32409334,https://clinicaltrials.gov/study/NCT01270984,NCT01270984,Chronic Myeloid Leukemia|Gastrointestinal Stromal Tumors
149,0.9873113,150.1508083,https://clinicaltrials.gov/study/NCT00594984,NCT00594984,Metastatic Colorectal Cancer (MCRC)
150,0.990614001,151.9760622,https://clinicaltrials.gov/study/NCT01705184,NCT01705184,Non-small Cell Lung Cancer Metastatic|Nonsquamous Nonsmall Cell Neoplasm of Lung
151,0.998988038,183.6826699,https://clinicaltrials.gov/study/NCT01402284,NCT01402284,Multiple Myeloma
152,0.995484978,155.6090562,https://clinicaltrials.gov/study/NCT00589784,NCT00589784,CNS Cancer|Meningioma|Intracranial Hemangiopericytoma|Hemangioblastoma|Neurofibromatosis
153,0.997874153,166.2705257,https://clinicaltrials.gov/study/NCT01291784,NCT01291784,"Myelofibrosis|Primary Myelofibrosis|Polycythemia Vera, Post-Polycythemic Myelofibrosis Phase|Post-essential Thrombocythemia Related Myelofibrosis"
154,0.984601859,126.6626366,https://clinicaltrials.gov/study/NCT00295984,NCT00295984,Sarcoma
155,0.987545965,147.0326474,https://clinicaltrials.gov/study/NCT01147484,NCT01147484,Recurrent Breast Cancer
156,0.999312775,190.0252667,https://clinicaltrials.gov/study/NCT03991884,NCT03991884,Recurrent B Acute Lymphoblastic Leukemia|Recurrent B Lymphoblastic Lymphoma|Refractory B Acute Lymphoblastic Leukemia|Refractory B Lymphoblastic Lymphoma
157,0.96451615,56.1929478,https://clinicaltrials.gov/study/NCT01978184,NCT01978184,Pancreatic Cancer
158,0.991113909,151.8142208,https://clinicaltrials.gov/study/NCT00869284,NCT00869284,Lymphoma
159,0.988789391,150.8461773,https://clinicaltrials.gov/study/NCT00263484,NCT00263484,Multiple Myeloma
160,0.99281411,153.1938912,https://clinicaltrials.gov/study/NCT00549328,NCT00549328,"Lung Cancer, Non-Small Cell"
161,0.945558741,42.5917395,https://clinicaltrials.gov/study/NCT00628628,NCT00628628,Tumor Lysis Syndrome
162,0.998716989,178.9688486,https://clinicaltrials.gov/study/NCT00401128,NCT00401128,Kidney Cancer
163,0.80485534,9.718365051,https://clinicaltrials.gov/study/NCT03476928,NCT03476928,Uterine Fibroids and Heavy Menstrual Bleeding
164,0.999551036,184.4176456,https://clinicaltrials.gov/study/NCT00126828,NCT00126828,"Carcinoma, Small Cell"
165,0.999227291,181.9947008,https://clinicaltrials.gov/study/NCT00085501,NCT00085501,Lung Cancer
166,0.998889338,172.966394,https://clinicaltrials.gov/study/NCT00718601,NCT00718601,Multiple Myeloma
167,0.996174931,158.8965408,https://clinicaltrials.gov/study/NCT00286780,NCT00286780,Chronic Lymphocytic Leukemia
168,0.97558566,93.15589643,https://clinicaltrials.gov/study/NCT02260180,NCT02260180,Seborrheic Keratosis
169,0.991689309,151.6800679,https://clinicaltrials.gov/study/NCT00462280,NCT00462280,Precancerous Condition|Stage 0 Melanoma|Stage I Melanoma|Stage II Melanoma
170,0.995811729,154.0600651,https://clinicaltrials.gov/study/NCT04155580,NCT04155580,Acute Myeloid Leukemia
171,0.98729322,150.407077,https://clinicaltrials.gov/study/NCT00002880,NCT00002880,Lymphoma
172,0.996141388,159.2215682,https://clinicaltrials.gov/study/NCT02564380,NCT02564380,Metastatic Squamous Non-small Cell Lung Cancer
173,0.996494426,160.2273995,https://clinicaltrials.gov/study/NCT00574080,NCT00574080,Multiple Myeloma
174,0.986755209,124.3883815,https://clinicaltrials.gov/study/NCT03025880,NCT03025880,Advanced Breast Cancer
175,0.984782445,120.0733365,https://clinicaltrials.gov/study/NCT02708680,NCT02708680,Breast Cancer
176,0.989439434,150.5322235,https://clinicaltrials.gov/study/NCT01957280,NCT01957280,Solid Tumors
177,0.981309421,88.10455176,https://clinicaltrials.gov/study/NCT01677780,NCT01677780,"Myelogenous Leukemia, Chronic, Neoplasms, Myelogenous Leukemia, Acute"
178,0.982211814,108.799782,https://clinicaltrials.gov/study/NCT01965080,NCT01965080,Endometrial Cancer
179,0.977049833,88.09561674,https://clinicaltrials.gov/study/NCT01875380,NCT01875380,Colorectal Neoplasms|Metastatic Disease
180,0.999324406,182.8088067,https://clinicaltrials.gov/study/NCT00003880,NCT00003880,Ovarian Cancer|Primary Peritoneal Cavity Cancer
181,0.891607429,19.05519136,https://clinicaltrials.gov/study/NCT02080624,NCT02080624,Sturge- Weber Syndrome
182,0.975253055,80.43292881,https://clinicaltrials.gov/study/NCT01282424,NCT01282424,Follicular Lymphoma|Small Lymphocytic Lymphoma|Lymphoplasmacytic Lymphoma|Marginal Zone Lymphoma
183,0.746837209,6.585989503,https://clinicaltrials.gov/study/NCT01955824,NCT01955824,Lung Cancer|Tuberculosis|Sarcoidosis|Interstitial Lung Disease
184,0.996808952,156.2788659,https://clinicaltrials.gov/study/NCT00064324,NCT00064324,Recurrent Adult Soft Tissue Sarcoma|Stage III Adult Soft Tissue Sarcoma|Stage IV Adult Soft Tissue Sarcoma
185,0.969920157,59.04422508,https://clinicaltrials.gov/study/NCT01234324,NCT01234324,Stomach Neoplasms|Gastroesophageal Junction Neoplasms
186,0.990073689,150.3367474,https://clinicaltrials.gov/study/NCT02677324,NCT02677324,Waldenstrom Macroglobulinemia
187,0.996522045,159.6571825,https://clinicaltrials.gov/study/NCT00354224,NCT00354224,Gastric Cancer
188,0.997763162,164.1040636,https://clinicaltrials.gov/study/NCT00109824,NCT00109824,Recurrent Adult Burkitt Lymphoma|Recurrent Adult Diffuse Large Cell Lymphoma|Recurrent Mantle Cell Lymphoma
