Name,Risk,Return
201,0.001584009,59.99758006
202,0.087777924,69.99209854
203,0.004584077,123.3877119
204,0.000808412,44.65046688
205,0.065698979,62.34015373
206,0.02700109,95.74168518
207,0.01702241,45.52731766
208,0.058322541,66.30126569
209,0.003064044,90.30475167
210,0.007513762,81.62298285
211,0.005942494,58.14053444
212,0.016434312,56.20880241
213,0.002469774,62.35506161
214,0.000431445,99.01397448
215,0.016335605,60.3870733
216,0.007960109,67.42589891
217,0.001866438,81.86313739
218,0.036191947,71.75798401
219,0.009709278,59.39550137
220,0.01372619,89.36201078
221,0.025482278,54.45239906
222,0.002361812,70.90582335
223,0.003076547,73.24651259
224,0.00150033,61.62224163
225,0.00501758,80.33463818
226,0.018132844,43.22355194
227,0.005350179,77.49677159
228,0.009294139,91.54217718
229,0.00114155,68.78179827
230,0.005058524,47.90846749
231,0.000482791,68.33530086
232,0.202280482,71.55435673
233,0.005541161,70.78449581
234,0.003167234,57.1919177
235,0.005838357,78.24842147
236,0.215937553,60.03154667
237,0.008901509,68.46608108
238,0.001239811,52.68587979
239,0.01052268,55.09937866
240,0.026016704,59.0663781
241,0.00055816,60.21587549
242,0.046465575,40.72613902
243,0.045594618,81.54103405
244,0.00182636,57.28288204
245,0.035860453,62.29415696
246,0.002786342,59.90353524
247,0.006010215,47.17014886
248,0.001419648,59.27397799
249,0.005692498,59.71302489
250,0.059174502,55.61214671
251,0.032552897,84.95735321
252,0.006494734,37.95931646
253,0.010236055,73.43610073
254,0.294398125,104.800934
255,0.190271138,57.285208
256,0.008431624,73.42665534
257,0.129744651,61.9261838
258,0.006712685,97.57194219
259,0.008118135,68.05302555
260,0.00104944,47.94614402
261,0.000743852,73.10349625
262,0.0499648,69.00454898
263,0.004843133,81.99807868
264,0.015478159,75.15150719
265,0.00137113,72.19598402
266,0.002983109,59.95264156
267,0.010044045,113.6727504
268,0.000685454,40.28869955
269,0.137870174,61.77310121
270,0.001156443,63.704962
271,0.00517926,75.84431454
272,0.000445536,38.7728628
273,0.114281328,41.84886381
274,0.060384166,69.3598077
275,0.014998904,97.13387814
276,0.001775432,81.33072868
277,0.000287561,53.97190064
278,0.001211112,63.49043073
279,0.000694752,77.92768315
280,0.017833802,60.70249553
281,0.147209525,58.34197871
282,0.004548472,63.09302521
283,0.003276564,43.60375613
284,0.065190501,40.67827682
285,0.001224939,83.33824566
286,0.002534532,66.99447563
287,0.002778832,67.88077503
288,0.000679187,76.63034685
289,0.056325848,94.28370042
290,0.02705835,60.8379937
291,0.009491088,64.223721
292,0.003602738,70.20629775
293,0.083169981,49.07021411
294,0.122211048,75.86911061
295,0.004347283,50.5745587
296,0.002212421,80.3282452
297,0.008799311,106.0882639
298,0.006299272,68.86021201
299,0.003394696,68.25277013
300,0.007019122,38.75713147
301,0.046245521,40.35249376
302,0.002272739,50.65376201
303,0.033588696,70.04825458
304,0.006432008,48.67907493
305,0.007033392,88.54418663
306,0.032438584,39.81657903
307,0.010396709,64.3789795
308,0.005327941,43.16436589
309,0.008577863,82.80057359
310,0.031901476,77.79755427
311,0.004477666,66.01411695
312,0.004819912,59.67272809
313,0.005943821,74.95522698
314,0.003352121,60.37017118
315,0.010610979,64.2268039
316,0.0017122,68.56543404
317,0.001359698,69.16743633
318,0.004557461,86.05887396
319,0.004385833,72.2932761
320,0.003502906,55.49781078
321,0.005327867,56.595334
322,0.009449998,65.02362831
323,0.077937311,65.50571172
324,0.01007285,78.11010879
325,0.001671929,57.57202562
326,0.062578756,61.78307873
327,0.072491964,62.33911294
328,0.004634312,45.62905538
329,0.015799567,68.30131777
330,0.000808463,70.47485125
331,0.073101014,88.69362698
332,0.040435324,109.7626557
333,0.000747058,63.16003614
334,0.005901617,50.97707459
335,0.006735785,91.12703271
336,0.076844269,58.88215319
337,0.00416354,76.82674384
338,0.003544168,49.43173102
339,0.001071393,55.24777521
340,0.001968494,70.23645833
341,0.079017796,66.84199269
342,0.000711355,72.52762288
343,0.001283459,49.79818864
344,0.000929513,50.25553737
345,0.000910577,84.49218773
346,0.01464735,64.51508073
347,0.03534686,48.38582687
348,0.0166439,37.79109536
349,0.065407407,70.33615527
350,0.016345576,56.34081525
351,0.011639447,53.09780642
352,0.054781947,71.11199473
353,0.129742652,77.96563891
354,0.006579188,56.78305831
355,0.016839441,42.07865767
356,0.000551742,40.11684564
357,0.00092681,85.75537819
358,0.005809846,69.74790862
359,0.013677585,85.3318444
360,0.003478272,73.60714116
361,0.006557589,70.37734452
362,0.00487993,60.46918631
363,0.001180444,85.80810384
364,0.010212542,64.21887071
365,0.01286735,61.36955331
366,0.001302706,54.16286387
367,0.066453232,84.6068582
368,0.00372275,77.80214167
369,0.003350053,69.2520453
370,0.004628571,80.56087124
371,0.007551148,67.21923723
372,0.009470392,69.81653098
373,0.003224535,50.17924518
374,0.001315716,60.76047635
375,0.015829951,64.40587412
376,0.002587354,41.47060222
377,0.089980516,51.53318534
378,0.028631131,84.20452127
379,0.067139254,54.88423681
380,0.012046312,70.07744852
381,0.000236347,78.90230954
382,0.010211993,49.09108324
383,0.016329907,83.77586645
384,0.004514971,81.01237497
385,0.017982342,83.87061703
386,0.001828523,79.80239496
387,0.012608585,72.82641818
388,0.001562456,73.45192802
389,0.177482936,56.74562983
390,0.199663195,89.93238064
391,0.004014721,88.01885415
392,0.024763609,63.36995278
393,0.000474003,88.15858406
394,0.067828485,53.77509197
395,0.012794982,69.46847957
396,0.0102315,81.8330992
397,0.033717754,90.73081379
398,0.019576913,107.5322191
399,0.00881449,50.68047016
400,0.001162962,59.51888943
401,0.00479384,52.04177047
402,0.001256835,54.06124514
403,0.004600638,55.87042155
404,0.016223571,78.13812489
405,0.000248413,61.06699918
406,0.028877486,42.77157875
407,0.002149995,52.89051405
408,0.006693468,49.88797126
409,0.009158611,56.99878854
410,0.019682242,64.9202158
411,0.022634014,84.16468116
412,0.003139888,68.60793678
413,0.003757899,90.88858326
414,0.00946894,55.35799351
415,0.005147,46.28370798
416,0.028027399,72.68181942
417,0.020852037,42.82331486
418,0.007736301,82.26077799
419,0.074982629,59.13915841
420,0.001293892,78.33210729
421,0.002746814,63.62816699
422,0.006379328,73.23016214
423,0.000460143,94.29758014
424,0.00527614,61.02410821
425,0.000396973,85.33435986
426,0.227862361,49.17040638
427,0.001147311,64.83152357
428,0.008769944,71.19208102
429,0.006835085,58.74547999
430,0.000292012,49.47162755
431,0.010517342,89.54973039
432,0.00565039,52.7621426
433,0.003389028,82.51993386
434,0.013596505,67.49771045
435,0.16266221,48.86330373
436,0.032609569,80.68042934
437,0.084132928,83.90592206
438,0.184377729,78.70434136
439,0.005437517,62.9086391
440,0.002206008,65.23345988
441,0.006151558,51.91489043
442,0.016764384,60.61903397
443,0.439846402,89.93389841
444,0.01445715,54.41686006
445,0.020181536,76.90728001
446,0.01992871,46.73334585
447,0.001668684,60.75044754
448,0.029085087,54.68920604
449,0.000270214,75.88931279
450,0.001525574,124.0490964
451,0.000170629,82.25075445
452,0.005936239,65.77852763
453,0.014745909,61.76328994
454,0.031002303,73.49727943
455,0.000743117,57.83860922
456,0.005597515,74.87679699
457,0.011538135,39.00782185
458,0.01367412,67.37812009
459,0.09151102,96.84062679
460,0.001701318,62.44500231
461,0.001534376,88.05920807
462,0.002595878,61.70427877
463,0.001587364,40.43565544
464,0.003363377,58.42425144
465,0.013602835,93.35589424
466,0.001180992,79.91646031
467,0.037065136,58.52054755
468,0.010337481,59.33109582
469,0.007596775,75.08800736
470,0.001168722,58.25583915
471,0.018592089,93.84544123
472,0.006277256,65.16955951
473,0.011756943,72.05669813
474,0.01303539,46.63706305
475,0.000773858,59.58187769
476,0.017905582,54.56947541
477,0.139917887,99.65707165
478,0.211387508,76.24983522
479,0.001139692,64.37756227
480,0.004491327,52.95298172
481,0.002790925,56.67217186
482,0.044857646,69.11054084
483,0.00435176,59.65722853
484,0.018541358,53.84318451
485,0.028477175,85.25886218
486,0.007454161,65.38791952
487,0.009349992,51.24735902
488,0.016690269,70.65201738
489,0.001588771,76.96678391
490,0.146210871,73.15203386
491,0.01505377,70.92847649
492,0.008580267,63.77217847
493,0.05437693,80.97348616
494,0.01658241,88.89341841
495,0.001310547,59.22772574
496,0.000673648,56.05002466
497,0.009582301,51.31208948
498,0.000955096,109.0458597
499,0.002414075,58.70440241
500,0.096984547,100.0812945
501,0.000192208,60.42392263
502,0.00185419,60.42636009
503,0.026885003,38.4813937
504,0.013491506,58.98312358
505,0.000404163,68.11063034
506,0.020684468,65.6509189
507,0.056877171,44.72505117
508,0.003553174,49.81438843
509,0.0007508,70.01841423
510,0.002452777,96.63309331
511,0.004623355,86.61481432
512,0.00326726,68.42217874
513,0.011886814,72.15954958
514,0.002244083,49.80527828
515,0.002323645,68.70906355
516,0.002397964,57.2695894
517,0.118537456,55.89324749
518,0.000470581,51.25318302
519,0.122138668,39.0374686
520,0.100533148,81.91952561
521,0.007743039,66.79433176
522,0.003162551,58.23749142
523,0.011939367,72.58100691
524,0.369417624,52.90420359
525,0.000905703,53.22313537
526,0.002441959,64.31371402
527,0.002827175,94.30492856
528,0.009964727,62.65081332
529,0.000701396,50.66563834
530,0.011384228,51.72764042
531,0.005579076,53.94178598
532,0.0016799,93.12369602
533,0.00027122,71.82781608
534,0.000274401,83.30950868
535,0.262403753,45.32779064
536,0.010456821,56.78986408
537,0.002510977,68.021169
538,0.018896323,60.68560969
539,0.011388345,54.66808418
540,0.013005858,83.35057252
541,0.003631968,56.64435027
542,0.028887687,93.07850561
543,0.002346768,64.52495401
544,0.00512908,81.4228419
545,0.020207616,64.42330298
546,0.000710515,56.95537872
547,0.070172734,67.31139006
548,0.156741286,82.99773499
549,0.124073679,84.17766127
550,0.012602145,91.1398814
551,0.007001202,77.53805012
552,0.003138521,48.2651404
553,0.014119512,58.14895138
554,0.157919166,64.77300636
555,0.007681214,52.78591756
556,0.001140072,68.43403216
557,0.000423523,86.23663879
558,0.00357832,69.33565512
559,0.014402801,53.62094801
560,0.006676781,61.10259447
561,0.003195061,65.31214586
562,0.022619192,75.72510621
563,0.006017108,48.26110178
564,0.080889329,72.47198518
565,0.016259359,66.39357631
566,0.008631581,76.26860094
567,0.015174383,57.06414756
568,0.010775009,45.48130423
569,0.000593918,47.4596344
570,0.008413958,48.23851818
571,0.003895842,57.8436387
572,0.085901023,48.94163429
573,0.237912707,69.35914569
574,0.064720157,87.69949987
575,0.00232986,77.39919983
576,0.004683059,39.1942114
577,0.008684113,72.7246626
578,0.030415596,46.58810495
579,0.008159639,93.60185124
580,0.005814233,64.75051095
581,0.032994804,72.53670576
582,0.002155057,71.61983249
583,0.352513908,92.99674454
584,0.023557751,73.07073157
585,0.005312729,87.21301931
586,0.006196834,62.94524726
587,0.002859911,59.18973269
588,0.010905258,72.7218261
589,0.035121671,87.68684874
590,0.374093413,87.98718288
591,0.406077108,52.8166937
592,0.00306401,60.76430505
593,0.006422505,89.16575745
594,0.001748614,79.216134
595,0.011128917,79.68133597
596,0.000887052,58.33553559
597,0.063621883,74.752665
598,0.005263127,80.8767095
599,0.000234638,80.19987911
600,0.000976994,50.9097233
601,0.016921713,53.97513476
602,0.005489501,76.84811919
603,0.180607116,59.88223274
604,0.009209559,65.58666906
605,0.006946186,59.35703825
606,0.005218856,52.87253421
607,0.001757943,76.20962359
608,0.008550657,102.4099712
609,0.001228167,35.506406
610,0.007333803,62.89122999
611,0.080194773,82.29952834
612,0.011904008,56.17941486
613,0.000510233,69.29224441
614,0.004284484,54.24096481
615,0.071870073,67.293916
616,0.017508079,74.4371748
617,0.013932255,79.12909864
618,0.002258274,55.67760882
619,0.000532514,53.74070388
620,0.025113462,76.04578206
621,0.309596881,76.85186247
622,0.005047418,65.92242005
623,0.007178621,50.56274144
624,0.00254388,70.3610039
625,0.004357737,84.58788696
626,0.001597597,49.8524522
627,0.001661624,59.54866678
628,0.208118508,47.29348747
629,0.008505759,84.82428439
630,0.017249293,98.34576609
631,0.137681152,61.57052282
632,0.012806455,50.5586759
633,0.062303017,85.1897204
634,0.006644902,59.17165907
635,0.047499804,67.34869862
636,0.002516264,82.2700392
637,0.001397045,66.03140788
638,0.001126737,44.35826974
639,0.004071483,67.95389731
640,0.006597971,53.67347295
641,0.002483244,31.52836279
642,0.001409982,83.28195454
643,0.162569171,64.62412816
644,0.001268536,51.9661957
645,0.022122646,50.99065017
646,0.007780517,48.78710477
647,0.011847502,49.21500367
648,0.05457027,60.75272971
649,0.00203599,51.94251116
650,0.012905474,88.87507032
651,0.008506606,90.89846485
652,0.01867425,42.09319686
653,0.001950036,63.44391294
654,0.000309496,64.82754572
655,0.00231817,48.63308452
656,0.001237147,59.47352456
657,0.011239522,77.71843103
658,0.080591603,52.43847671
659,0.216222714,69.75063727
660,0.011726722,43.88913658
661,0.064013366,61.88023318
662,0.008526321,70.05534689
663,0.018856255,90.89353724
664,0.001553159,74.70583204
665,0.001841003,82.30987981
666,0.001049591,52.64121628
667,0.003265221,55.61990998
668,0.006322318,77.60401596
669,0.250014115,67.65046292
670,0.050059228,59.25470261
671,0.023143376,67.01956015
672,0.030654759,55.83679138
673,0.119291171,77.08684765
674,0.001364869,72.86525653
675,0.00927144,82.8841976
676,0.114744469,80.76490615
677,0.005477999,64.55461284
678,0.008725726,48.25360784
679,0.061055448,47.43012072
680,0.384176493,44.92709701
681,0.354184308,74.37117823
682,0.02503875,64.40982535
683,0.008721423,58.0604051
684,0.00122528,55.98716324
685,0.000488457,71.59060688
686,0.016131302,59.91972696
687,0.001960468,70.56670916
688,0.003792936,70.87076362
689,0.00461935,72.72599993
690,0.000620772,63.580025
691,0.003700957,90.58203414
692,0.009545525,61.12994319
693,0.000650675,56.91774703
694,0.022536735,61.54984589
695,0.000431701,68.35915909
696,0.002999718,118.2940788
697,0.001839647,66.28713791
698,0.015235722,78.28066921
699,0.001700791,78.94131459
700,0.002295922,75.91036572
701,0.000524553,80.89969808
702,0.000443314,82.86824456
703,0.005481349,78.67646415
704,0.005017083,43.93320598
705,0.017199803,67.70593577
706,0.005685545,118.6731275
707,0.006821905,56.64731886
708,0.05206812,61.03159231
709,0.025500645,63.41908879
710,0.000705809,87.49847912
711,0.004841309,62.54143877
712,0.009455688,77.64003686
713,0.000578685,52.77441774
714,0.004533423,52.16276391
715,0.325178245,64.91793301
716,0.001435718,79.58058376
717,0.002052607,78.62350344
718,0.004877212,65.51653935
719,0.004878338,81.75506216
720,0.134285048,86.38319195
721,0.183070377,56.25634422
722,0.00617776,60.17193992
723,0.008668858,54.95630047
724,0.002882392,81.33009285
725,0.021243156,48.21859912
726,0.03212896,71.95031699
727,0.016721004,43.14956702
728,0.003256877,107.160277
729,0.002108406,69.62455041
730,0.001222571,66.83110882
731,0.004144335,54.88501013
732,0.001323596,55.74898228
733,0.044708097,68.17244392
734,0.012960903,59.79023767
735,0.00870793,52.50926581
736,0.077910556,42.99012381
737,0.001727974,48.99182267
738,0.040548051,97.83035103
739,0.079472805,75.23120871
740,0.467478677,72.28624588
741,0.001473457,62.46155758
742,0.001776855,60.31070105
743,0.039991776,98.22802039
744,0.013212033,128.713061
745,0.046052064,47.32430966
746,0.034415157,83.03531503
747,0.010045325,45.58676777
748,0.017313278,58.92679401
749,0.01011075,80.00500826
750,0.000429789,67.86317518
751,0.042554382,75.92156174
752,0.006030197,48.20548682
753,0.403802778,71.45436097
754,0.002222205,59.53853255
755,0.004272717,72.24849334
756,0.013197913,64.83599316
757,0.025135675,85.0921889
758,0.002356928,82.4064681
759,0.017350547,56.82831538
760,0.000931543,84.92193266
761,0.000695969,46.01969604
762,0.053545245,73.5795135
763,0.003787034,75.69131172
764,0.001662652,69.64272023
765,0.002703296,88.34230775
766,0.035887143,58.93927516
767,0.008981454,66.87576525
768,0.165874564,68.22903825
769,0.019726942,53.76254153
770,0.003468998,78.54366606
771,0.010322146,60.0632829
772,0.007455998,59.59748415
773,0.000605011,102.0587707
774,0.006635359,69.56298002
775,0.002133709,54.71190759
776,0.007144278,91.05052246
777,0.004009342,64.12235841
778,0.013105638,65.22935542
779,0.003080538,91.82368678
780,0.021383553,69.66737859
781,0.004965048,42.50930118
782,0.057766597,73.48891151
783,0.010889129,47.95274642
784,0.011514462,57.46267769
785,0.002714982,78.7659481
786,0.015768778,58.34325442
787,0.001437426,67.54173861
788,0.001005631,52.98898987
789,0.11972011,57.23003942
790,0.000774252,63.13065339
791,0.002078212,67.4363033
792,0.005429592,66.86451593
793,0.010550149,49.18961037
794,0.000354214,111.0676402
795,0.032696036,65.96099371
796,0.000702605,63.70774998
797,0.059221716,65.73749689
798,0.008593672,73.44087253
799,0.000346635,39.10726323
800,0.030654169,49.12450412
801,0.000168211,62.73595824
802,0.009064457,60.78714624
803,0.036306287,64.77499987
804,0.000803505,55.54673293
805,0.013376589,80.40177632
806,0.002076418,60.67331646
807,0.00116744,77.36215663
808,0.046931153,47.71366516
809,0.015832599,63.10807145
810,0.014188409,74.00030315
811,0.018603399,81.89395937
812,0.000504696,53.03546022
813,0.001215093,65.26362632
814,0.078705366,60.88934657
815,0.0070415,74.90669493
816,0.052851303,71.93870753
817,0.124539545,95.08842646
818,0.014022216,92.08766093
819,0.066077037,41.08683089
820,0.000948402,76.69369948
821,0.112678129,90.57249928
822,0.005219869,48.66241581
823,0.019736573,51.70883884
824,0.001830518,53.61213803
825,0.087880986,55.62565508
826,0.037784841,69.15695787
827,0.007607278,78.61238285
828,0.027798693,72.477622
829,0.4389211,64.15821653
830,0.000220576,81.37545144
831,0.01660736,67.45688729
832,0.061235777,45.36264052
833,0.112373296,48.63386899
834,0.012538899,67.23600481
835,0.01076496,65.95136071
836,0.23304914,60.68942061
837,0.006586522,82.03058104
838,0.000456339,49.7962896
839,0.002507344,79.20324707
840,0.004423965,49.80191733
841,0.006703323,59.57532231
842,0.001168701,69.84063425
843,0.003166914,54.25756124
844,0.007925875,55.17664292
845,0.001298908,62.24579789
846,0.299459352,45.51828604
847,0.004909938,75.43343038
848,0.435450858,51.56179861
849,0.009785877,64.26095257
850,0.000284836,63.70879043
851,0.000929529,110.9421028
852,0.00396567,52.52901587
853,0.008924229,70.92717294
854,0.002462161,53.83585024
855,0.007544175,59.39024278
856,0.030979305,67.43821776
857,0.004141426,48.55966755
858,0.003334274,85.44625976
859,0.015995542,62.85110261
860,0.010873876,42.49681283
861,0.000586438,53.29911076
862,0.123784137,46.473644
863,0.123357435,80.48457236
864,0.110571794,70.34844132
865,0.03446745,73.59450496
866,0.013928595,62.84125115
867,0.015474232,55.21564016
868,0.007903489,51.62759631
869,0.004562499,49.32927113
870,0.001139062,56.2879955
871,0.006685927,51.71511617
872,0.004919497,86.57308853
873,0.001341727,60.25995457
874,0.018667905,81.44941135
875,0.000448025,108.6486327
876,0.026913099,70.09020076
877,0.04593025,59.81834303
878,0.000354281,64.40533784
879,0.005847221,57.92015314
880,0.008173407,43.31980437
881,0.023857741,62.79072753
882,0.023796369,45.00062456
883,0.00570406,43.39337245
884,0.011170021,67.5144076
885,0.002825324,66.71730551
886,0.001100554,61.79463412
887,0.002638587,53.50665297
888,0.009230673,47.83913848
889,0.00262623,74.0610068
890,0.012425822,80.79063437
891,0.011049101,71.07650768
892,0.011533207,70.34425849
893,0.015597025,62.43557459
894,0.005550604,38.7263511
895,0.002126986,88.23015554
896,0.000759219,90.60399767
897,0.006696411,75.56352403
898,0.008182252,52.80592768
899,0.005543511,60.67777279
900,0.014987197,64.35134695
901,0.019406637,77.15374683
902,0.000975489,75.47398296
903,0.002845846,65.10507144
904,0.003451741,73.92740037
905,0.027814166,68.17374224
906,0.007873686,75.2278734
907,0.209366819,75.76904765
908,0.025777414,65.87874171
909,0.017799892,61.99129224
910,0.006249007,75.45304551
911,0.007958542,84.34312147
912,0.031942606,57.97983268
913,0.003653308,88.61162653
914,0.123827314,69.13674958
915,0.005765829,72.28614584
916,0.000721916,79.93074423
917,0.017141742,62.7385223
918,0.000839325,98.111967
919,0.038293779,73.01993297
920,0.07669481,56.4432365
921,0.008231968,68.96372569
922,0.05907809,69.11413156
923,0.003778871,66.8313396
924,0.004687443,49.62782252
925,0.001324059,104.7460327
926,0.006292548,59.56620917
927,0.056932393,81.6591739
928,0.000307133,74.52928391
929,0.101826472,100.2579097
930,0.286933487,59.09855008
931,0.015624483,62.0454825
932,0.04999374,60.66575262
933,0.004355291,69.03347061
934,0.028831545,71.28408286
935,0.006769468,43.77614711
936,0.108640759,58.83380812
937,0.013133961,106.7380132
938,0.007603505,78.50985949
939,0.005404064,104.9255765
940,0.003799254,99.66050484
941,0.044513978,86.63694499
942,0.00671668,66.16134099
943,0.114075462,59.47257061
944,0.003531926,55.24331652
945,0.005975308,102.3385294
946,0.004625954,54.39970194
947,0.058260021,71.45978015
948,0.004323571,72.09968719
949,0.015221717,70.57185703
950,0.041897539,52.74127937
951,0.000686216,59.21597234
952,0.019876717,56.76784232
953,0.013417851,38.84757119
954,0.001213258,105.5056999
955,0.004808898,43.31659553
956,0.000460969,43.85419501
957,0.000945238,42.38481816
958,0.016009849,51.77035617
959,0.001660176,61.71663802
960,0.018010174,47.72873958
961,0.001070928,63.65930277
962,0.007068585,61.0164401
963,0.000551077,46.0699424
964,0.000520447,82.1720058
965,0.021716824,43.06626462
966,0.00167319,55.71480818
967,0.018015348,64.99631984
968,0.016183046,40.87867876
969,0.000521014,68.77740757
970,0.015499805,56.88035814
971,0.001258079,67.43266632
972,0.013426299,46.33761177
973,0.01293539,52.99976981
974,0.014624406,60.70419328
975,0.036712627,82.30445077
976,0.003028954,77.80680213
977,0.138368608,87.33713173
978,0.023490626,67.05669109
979,0.007983729,74.568655
980,0.001249399,58.68673315
981,0.066896912,72.80255496
982,0.006744841,73.34646987
983,0.000416779,74.95958482
984,0.001480487,72.73564743
985,0.00812892,46.37445992
986,0.001257952,63.46300457
987,0.002886759,76.73736841
988,0.01084374,72.59575409
989,0.003277983,73.24525865
990,0.003141406,90.21738261
991,0.011390789,88.4830161
992,0.013484769,57.93614333
993,0.329667958,69.16830815
994,0.005550368,71.62678652
995,0.0114069,61.23491332
996,0.027730408,52.60577153
997,0.133906461,54.19543243
998,0.008730126,69.81927904
999,0.028881153,49.67485376
1000,0.008731075,68.00394069
